gene_name_K12	gene_name_SL1344	gene_name_LT2	gene_name_14028s	gene_name_ST474	gene_id_K12	gene_id_SL1344	gene_id_LT2	gene_id_14028s	gene_id_ST474	ortho_id
clcB	SL1344_RS07405	clcB	clcB	clcB	b1592	SL1344_RS07405	STM1490	STM14_RS08305	STM474_RS07405	ortho_188
yodD	SL1344_RS09925	yodD	STM14_RS10830	yodD	b1953	SL1344_RS09925	STM1984	STM14_RS10830	STM474_RS09925	ortho_189
cydD	SL1344_RS04650	cydD	cydD	cydD	b0887	SL1344_RS04650	STM0957	STM14_RS05235	STM474_RS04650	ortho_190
mntP	SL1344_RS09160	yebN	STM14_RS10065	mntP	b1821	SL1344_RS09160	STM1834	STM14_RS10065	STM474_RS09160	ortho_191
kdsB	SL1344_RS04805	kdsB	STM14_RS05390	kdsB	b0918	SL1344_RS04805	STM0988	STM14_RS05390	STM474_RS04805	ortho_192
recQ	SL1344_RS20350	recQ	recQ	recQ	b3822	SL1344_RS20350	STM3958	STM14_RS20850	STM474_RS20350	ortho_193
elfA	SL1344_RS00105	bcfA	bcfA	NA	b0938	SL1344_RS00105	STM0021	STM14_RS00670	NA	ortho_194
argD	SL1344_RS17900	argD	STM14_RS18405	STM474_RS17900	b3359	SL1344_RS17900	STM3468	STM14_RS18405	STM474_RS17900	ortho_195
rbbA	SL1344_RS18480	yhiH	STM14_RS18985	rbbA	b3486	SL1344_RS18480	STM3586	STM14_RS18985	STM474_RS18480	ortho_196
yafE	SL1344_RS01310	yafE	STM14_RS01880	STM474_RS01310	b0210	SL1344_RS01310	STM0259	STM14_RS01880	STM474_RS01310	ortho_197
priC	SL1344_RS02450	priC	STM14_RS03020	priC	b0467	SL1344_RS02450	STM0481	STM14_RS03020	STM474_RS02450	ortho_198
rbsR	SL1344_RS20005	rbsR	rbsR	rbsR	b3753	SL1344_RS20005	STM3886	STM14_RS20510	STM474_RS20005	ortho_199
rfbA	SL1344_RS10775	rfbA	STM14_RS11680	rfbA	b2039	SL1344_RS10775	STM2095	STM14_RS11680	STM474_RS10775	ortho_200
sdhE	SL1344_RS15760	sdhE	STM14_RS16285	sdhE	b2897	SL1344_RS15760	STM3047	STM14_RS16285	STM474_RS15760	ortho_201
crcB	SL1344_RS03180	crcB	crcB	crcB	b0624	SL1344_RS03180	STM0630	STM14_RS03755	STM474_RS03180	ortho_202
ybdG	SL1344_RS02875	ybdG	STM14_RS03450	STM474_RS02875	b0577	SL1344_RS02875	STM0569	STM14_RS03450	STM474_RS02875	ortho_203
yjcO	SL1344_RS21985	yjcO	STM14_RS22485	STM474_RS21985	b4078	SL1344_RS21985	STM4284	STM14_RS22485	STM474_RS21985	ortho_204
mlaC	SL1344_RS17100	yrbC	mlaC	mlaC	b3192	SL1344_RS17100	STM3310	STM14_RS17605	STM474_RS17100	ortho_205
marC	SL1344_RS07565	marC	marC	STM474_RS07565	b1529	SL1344_RS07565	STM1521	STM14_RS08465	STM474_RS07565	ortho_206
phnO	SL1344_RS22005	phnO	STM14_RS22505	phnO	b4093	SL1344_RS22005	STM4287	STM14_RS22505	STM474_RS22005	ortho_207
lplT	SL1344_RS15570	lplT	lplT	lplT	b2835	SL1344_RS15570	STM3009	STM14_RS16095	STM474_RS15570	ortho_208
tehA	SL1344_RS08020	tehA	tehA	tehA	b1429	SL1344_RS08020	STM1609	STM14_RS08920	STM474_RS08020	ortho_209
lptD	SL1344_RS00475	imp	lptD	lptD	b0054	SL1344_RS00475	STM0093	STM14_RS01045	STM474_RS00475	ortho_210
mnmE	SL1344_RS19785	mnmE	mnmE	mnmE	b3706	SL1344_RS19785	STM3843	STM14_RS20290	STM474_RS19785	ortho_211
prfC	prfC	prfC	STM14_RS23890	prfC	b4375	SL1344_RS23395	STM4560	STM14_RS23890	STM474_RS23395	ortho_212
tesA	SL1344_RS02575	tesA	STM14_RS03145	tesA	b0494	SL1344_RS02575	STM0506	STM14_RS03145	STM474_RS02575	ortho_213
srlB	SL1344_RS14675	slrB	STM14_RS15205	srlB	b2704	SL1344_RS14675	STM2834	STM14_RS15205	STM474_RS14675	ortho_214
sfsB	SL1344_RS17080	nlp	STM14_RS17585	sfsB	b3188	SL1344_RS17080	STM3306	STM14_RS17585	STM474_RS17080	ortho_215
lhgD	SL1344_RS14445	ygaF	STM14_RS14975	lhgO	b2660	SL1344_RS14445	STM2790	STM14_RS14975	STM474_RS14445	ortho_216
yigA	SL1344_RS20300	yigA	STM14_RS20800	STM474_RS20300	b3810	SL1344_RS20300	STM3948	STM14_RS20800	STM474_RS20300	ortho_217
ygiQ	SL1344_RS16385	ygiR	STM14_RS16915	STM474_RS16385	b4469	SL1344_RS16385	STM3168	STM14_RS16915	STM474_RS16385	ortho_218
yfaE	SL1344_RS11700	yfaE	STM14_RS12605	yfaE	b2236	SL1344_RS11700	STM2279	STM14_RS12605	STM474_RS11700	ortho_219
kdgT	SL1344_RS00820	kdgT	STM14_RS01390	STM474_RS00820	b3909	SL1344_RS00820	STM0161	STM14_RS01390	STM474_RS00820	ortho_220
ydaG	SL1344_RS16830	STM3258	STM14_RS19985	gatA	b1355	SL1344_RS16830	STM3258	STM14_RS19985	STM474_RS16830	ortho_221
yihP	SL1344_RS20635	yihO	STM14_RS21135	STM474_RS20640	b3877	SL1344_RS20635	STM4017	STM14_RS21135	STM474_RS20640	ortho_222
fabI	SL1344_RS08490	fabI	fabI	fabI	b1288	SL1344_RS08490	STM1700	STM14_RS09395	STM474_RS08490	ortho_223
sohB	SL1344_RS08580	sohB	sohB	sohB	b1272	SL1344_RS08580	STM1716	STM14_RS09485	STM474_RS08580	ortho_224
yjfJ	NA	yjfJ	STM14_RS22935	NA	b4182	NA	STM4371	STM14_RS22935	NA	ortho_225
adiA	SL1344_RS22060	adi	STM14_RS22560	adiA	b4117	SL1344_RS22060	STM4296	STM14_RS22560	STM474_RS22060	ortho_226
mtlA	SL1344_RS18990	mtlA	STM14_RS19495	mtlA	b3599	SL1344_RS18990	STM3685	STM14_RS19495	STM474_RS18990	ortho_227
yagF	SL1344_RS18210	STM3531	STM14_RS18715	STM474_RS18210	b0269	SL1344_RS18210	STM3531	STM14_RS18715	STM474_RS18210	ortho_228
nuoF	SL1344_RS11925	nuoF	nuoF	nuoF	b2284	SL1344_RS11925	STM2324	STM14_RS12830	STM474_RS11925	ortho_229
rpmD	SL1344_RS17670	rpmD	STM14_RS18175	rpmD	b3302	SL1344_RS17670	STM3422	STM14_RS18175	STM474_RS17670	ortho_230
yehS	SL1344_RS11090	yehS	STM14_RS11995	STM474_RS11090	b2124	SL1344_RS11090	STM2157	STM14_RS11995	STM474_RS11090	ortho_231
msrA	SL1344_RS22625	msrA	STM14_RS23120	msrA	b4219	SL1344_RS22625	STM4408	STM14_RS23120	STM474_RS22625	ortho_232
yceD	SL1344_RS05870	yceD	STM14_RS06455	yceD	b1088	SL1344_RS05870	STM1190	STM14_RS06455	STM474_RS05870	ortho_233
lrp	SL1344_RS04660	lrp	STM14_RS05245	lrp	b0889	SL1344_RS04660	STM0959	STM14_RS05245	STM474_RS04660	ortho_234
rnhB	SL1344_RS01165	rnhB	STM14_RS01735	rnhB	b0183	SL1344_RS01165	STM0230	STM14_RS01735	STM474_RS01165	ortho_235
plaR	SL1344_RS18900	yiaJ	STM14_RS19405	yiaJ	b3574	SL1344_RS18900	STM3667	STM14_RS19405	STM474_RS18900	ortho_236
spy	SL1344_RS06500	spy	spy	spy	b1743	SL1344_RS06500	STM1308	STM14_RS07400	STM474_RS06500	ortho_237
asnS	SL1344_RS04865	asnS	STM14_RS05450	asnS	b0930	SL1344_RS04865	STM1000	STM14_RS05450	STM474_RS04865	ortho_238
waaA	SL1344_RS19185	kdtA	STM14_RS19690	waaA	b3633	SL1344_RS19185	STM3724	STM14_RS19690	STM474_RS19185	ortho_239
yhjG	SL1344_RS18600	yhjG	STM14_RS19105	STM474_RS18600	b3524	SL1344_RS18600	STM3610	STM14_RS19105	STM474_RS18600	ortho_240
yhhW	SL1344_RS18270	yhhW	STM14_RS18775	STM474_RS18270	b3439	SL1344_RS18270	STM3544	STM14_RS18775	STM474_RS18270	ortho_241
mntR	SL1344_RS04225	mntR	mntR	mntR	b0817	SL1344_RS04225	STM0835	STM14_RS04810	STM474_RS04225	ortho_242
purE	purE	purE	STM14_RS03280	purE	b0523	SL1344_RS02710	STM0534	STM14_RS03280	STM474_RS02710	ortho_243
comR	SL1344_RS05985	ycfQ	STM14_RS06570	comR	b1111	SL1344_RS05985	STM1213	STM14_RS06570	STM474_RS05985	ortho_244
sapF	sapF	sapF	sapF	sapF	b1290	SL1344_RS08465	STM1696	STM14_RS09370	STM474_RS08465	ortho_245
bcr	SL1344_RS11410	bcr	bcr	STM474_RS11410	b2182	SL1344_RS11410	STM2221	STM14_RS12315	STM474_RS11410	ortho_246
yieP	SL1344_RS20020	yieP	STM14_RS20520	STM474_RS20020	b3755	SL1344_RS20020	STM3888	STM14_RS20520	STM474_RS20020	ortho_247
yjiX	SL1344_RS23250	yjiX	STM14_RS23745	STM474_RS23250	b4353	SL1344_RS23250	STM4531	STM14_RS23745	STM474_RS23250	ortho_248
infC	SL1344_RS06630	infC	STM14_RS07530	infC	b1718	SL1344_RS06630	STM1334	STM14_RS07530	STM474_RS06630	ortho_249
rcsA	SL1344_RS09915	rcsA	rcsA	rcsA	b1951	SL1344_RS09915	STM1982	STM14_RS10820	STM474_RS09915	ortho_250
ynfH	SL1344_RS07435	STM1496	STM14_RS08335	STM474_RS07435	b1590	SL1344_RS07435	STM1496	STM14_RS08335	STM474_RS07435	ortho_251
bacA	SL1344_RS16570	bacA	STM14_RS17100	bacA	b3057	SL1344_RS16570	STM3205	STM14_RS17100	STM474_RS16570	ortho_252
lptA	SL1344_RS17140	yhbN	lptA	lptA	b3200	SL1344_RS17140	STM3318	STM14_RS17645	STM474_RS17140	ortho_253
pspD	SL1344_RS08420	pspD	STM14_RS09325	pspD	b1307	SL1344_RS08420	STM1687	STM14_RS09325	STM474_RS08420	ortho_254
waaF	SL1344_RS19120	rfaF	STM14_RS19625	rfaF	b3620	SL1344_RS19120	STM3711	STM14_RS19625	STM474_RS19120	ortho_255
ubiH	SL1344_RS15815	ubiH	STM14_RS16340	ubiH	b2907	SL1344_RS15815	STM3057	STM14_RS16340	STM474_RS15815	ortho_256
hfq	SL1344_RS22390	hfq	hfq	hfq	b4172	SL1344_RS22390	STM4361	STM14_RS22885	STM474_RS22390	ortho_257
potD	SL1344_RS06030	potD	STM14_RS06615	potD	b1123	SL1344_RS06030	STM1222	STM14_RS06615	STM474_RS06030	ortho_258
ccmD	ccmD	ccmD	ccmD	ccmD	b2198	SL1344_RS11565	STM2251	STM14_RS12470	STM474_RS11565	ortho_259
moaD	moaD	moaD	moaD	moaD	b0784	SL1344_RS04075	STM0805	STM14_RS04650	STM474_RS04075	ortho_260
gnd	SL1344_RS10705	gnd	STM14_RS11610	gndA	b2029	SL1344_RS10705	STM2081	STM14_RS11610	STM474_RS10705	ortho_261
yfdQ	SL1344_RS10230	NA	STM14_RS11135	STM474_RS10230	b2360	SL1344_RS10230	NA	STM14_RS11135	STM474_RS10230	ortho_262
sdaC	SL1344_RS15365	sdaC	STM14_RS15890	sdaC	b2796	SL1344_RS15365	STM2970	STM14_RS15890	STM474_RS15365	ortho_263
iraP	SL1344_RS01960	yaiB	iraP	iraP	b0382	SL1344_RS01960	STM0383	STM14_RS02530	STM474_RS01960	ortho_264
djlA	SL1344_RS00480	djlA	djlA	djlA	b0055	SL1344_RS00480	STM0094	STM14_RS01050	STM474_RS00480	ortho_265
pal	pal	pal	STM14_RS04370	pal	b0741	SL1344_RS03795	STM0749	STM14_RS04370	STM474_RS03795	ortho_266
ydcY	SL1344_RS07935	ydcY	STM14_RS08835	STM474_RS07935	b1446	SL1344_RS07935	STM1592	STM14_RS08835	STM474_RS07935	ortho_267
mtgA	SL1344_RS17180	mtgA	STM14_RS17685	mtgA	b3208	SL1344_RS17180	STM3326	STM14_RS17685	STM474_RS17180	ortho_268
ygiW	SL1344_RS16425	ygiW	STM14_RS16955	STM474_RS16425	b3024	SL1344_RS16425	STM3176	STM14_RS16955	STM474_RS16425	ortho_269
ypfJ	SL1344_RS12760	STM2486	STM14_RS13665	STM474_RS12760	b2475	SL1344_RS12760	STM2486	STM14_RS13665	STM474_RS12760	ortho_270
pldA	SL1344_RS20345	pldA	STM14_RS20845	pldA	b3821	SL1344_RS20345	STM3957	STM14_RS20845	STM474_RS20345	ortho_271
idi	SL1344_RS15720	idi	STM14_RS16245	idi	b2889	SL1344_RS15720	STM3039	STM14_RS16245	STM474_RS15720	ortho_272
dtpC	SL1344_RS13120	yjdL	STM14_RS14025	dtpD	b4130	SL1344_RS13120	STM2560	STM14_RS14025	STM474_RS13120	ortho_273
rpoE	rpoE	rpoE	rpoE	rpoE	b2573	SL1344_RS13560	STM2640	STM14_RS14455	STM474_RS13560	ortho_274
yjdM	SL1344_RS22015	phnA	STM14_RS22515	STM474_RS22015	b4108	SL1344_RS22015	STM4289	STM14_RS22515	STM474_RS22015	ortho_275
lgt	SL1344_RS15530	lgt	STM14_RS16055	lgt	b2828	SL1344_RS15530	STM3002	STM14_RS16055	STM474_RS15530	ortho_276
yfjD	SL1344_RS13815	yfjD	STM14_RS14640	STM474_RS13815	b4461	SL1344_RS13815	STM2679	STM14_RS14640	STM474_RS13815	ortho_277
yiiM	SL1344_RS20850	yiiM	STM14_RS21350	yiiM	b3910	SL1344_RS20850	STM4056	STM14_RS21350	STM474_RS20850	ortho_278
yjfP	SL1344_RS22485	yjfP	STM14_RS22980	yjfP	b4190	SL1344_RS22485	STM4380	STM14_RS22980	STM474_RS22485	ortho_279
talB	tal	talB	STM14_RS00600	tal	b0008	SL1344_RS00035	STM0007	STM14_RS00600	STM474_RS00035	ortho_280
sulA	SL1344_RS05260	sulA	sulA	sulA	b0958	SL1344_RS05260	STM1071	STM14_RS05845	STM474_RS05260	ortho_281
feoA	feoA	feoA	feoA	feoA	b3408	SL1344_RS18085	STM3505	STM14_RS18590	STM474_RS18085	ortho_282
yjjB	SL1344_RS23320	STM4545	STM14_RS23815	STM474_RS23320	b4363	SL1344_RS23320	STM4545	STM14_RS23815	STM474_RS23320	ortho_283
ynaI	SL1344_RS08300	ynaI	STM14_RS09200	STM474_RS08300	b1330	SL1344_RS08300	STM1663	STM14_RS09200	STM474_RS08300	ortho_284
narL	SL1344_RS08820	narL	narL	narL	b1221	SL1344_RS08820	STM1767	STM14_RS09725	STM474_RS08820	ortho_285
yajR	SL1344_RS02230	yajR	STM14_RS02800	STM474_RS02230	b0427	SL1344_RS02230	STM0436	STM14_RS02800	STM474_RS02230	ortho_286
mutM	SL1344_RS19195	mutM	STM14_RS19700	mutM	b3635	SL1344_RS19195	STM3726	STM14_RS19700	STM474_RS19195	ortho_287
yhfG	SL1344_RS17915	yhfG	STM14_RS18420	STM474_RS17915	b3362	SL1344_RS17915	STM3471	STM14_RS18420	STM474_RS17915	ortho_288
mliC	SL1344_RS07190	ydhA	STM14_RS08090	mliC	b1639	SL1344_RS07190	STM1447	STM14_RS08090	STM474_RS07190	ortho_289
fhuA	SL1344_RS00970	fhuA	fhuA	fhuA	b0150	SL1344_RS00970	STM0191	STM14_RS01540	STM474_RS00970	ortho_290
ygbJ	SL1344_RS15100	ygbJ	STM14_RS15630	STM474_RS15100	b2736	SL1344_RS15100	STM2918	STM14_RS15630	STM474_RS15100	ortho_291
yffB	SL1344_RS12740	yffB	STM14_RS13645	STM474_RS12740	b2471	SL1344_RS12740	STM2482	STM14_RS13645	STM474_RS12740	ortho_292
dsbB	SL1344_RS09020	dsbB	STM14_RS09925	dsbB	b1185	SL1344_RS09020	STM1807	STM14_RS09925	STM474_RS09020	ortho_293
lolE	SL1344_RS06015	ycfW	lolE	lolE	b1118	SL1344_RS06015	STM1219	STM14_RS06600	STM474_RS06015	ortho_294
emrE	SL1344_RS08240	STM1653	STM14_RS09140	STM474_RS08240	b0543	SL1344_RS08240	STM1653	STM14_RS09140	STM474_RS08240	ortho_295
fcl	SL1344_RS10840	wcaG	STM14_RS11745	STM474_RS10840	b2052	SL1344_RS10840	STM2108	STM14_RS11745	STM474_RS10840	ortho_296
motB	SL1344_RS09615	motB	motB	motB	b1889	SL1344_RS09615	STM1922	STM14_RS10520	STM474_RS09615	ortho_297
yohF	SL1344_RS11160	yohF	STM14_RS12065	STM474_RS11160	b2137	SL1344_RS11160	STM2171	STM14_RS12065	STM474_RS11160	ortho_298
iscR	SL1344_RS13040	yfhP	iscR	iscR	b2531	SL1344_RS13040	STM2544	STM14_RS13945	STM474_RS13040	ortho_299
yadS	SL1344_RS01040	yadS	STM14_RS01610	STM474_RS01040	b0157	SL1344_RS01040	STM0205	STM14_RS01610	STM474_RS01040	ortho_300
rplN	SL1344_RS17710	rplN	STM14_RS18215	rplN	b3310	SL1344_RS17710	STM3430	STM14_RS18215	STM474_RS17710	ortho_301
csrA	csrA	csrA	STM14_RS15165	csrA	b2696	SL1344_RS14635	STM2826	STM14_RS15165	STM474_RS14635	ortho_302
ynfM	SL1344_RS07385	ynfM	STM14_RS08285	STM474_RS07385	b1596	SL1344_RS07385	STM1486	STM14_RS08285	STM474_RS07385	ortho_303
ligA	ligA	lig	ligA	ligA	b2411	SL1344_RS12460	STM2427	STM14_RS13365	STM474_RS12460	ortho_304
bcsG	bcsG	bcsG	bcsG	bcsG	b3538	SL1344_RS18670	STM3624	STM14_RS19175	STM474_RS18670	ortho_305
emrD	SL1344_RS19560	emrD	emrD	emrD	b3673	SL1344_RS19560	STM3798	STM14_RS20065	STM474_RS19560	ortho_306
appB	cydB	STM1793	STM14_RS09855	appB	b0979	SL1344_RS01850	STM1793	STM14_RS09855	STM474_RS08950	ortho_307
kbp	SL1344_RS14470	ygaU	lysM	lysM	b2665	SL1344_RS14470	STM2795	STM14_RS06580	STM474_RS14470	ortho_308
waaO	SL1344_RS19155	rfaI	STM14_RS19660	waaO	b3627	SL1344_RS19155	STM3718	STM14_RS19660	STM474_RS19155	ortho_309
tus	SL1344_RS07305	tus	STM14_RS08205	STM474_RS07305	b1610	SL1344_RS07305	STM1470	STM14_RS08205	STM474_RS07305	ortho_310
ygjQ	SL1344_RS16655	ygjQ	STM14_RS17185	STM474_RS16655	b3086	SL1344_RS16655	STM3222	STM14_RS17185	STM474_RS16655	ortho_311
hupA	SL1344_RS21405	hupA	hupA	hupA	b4000	SL1344_RS21405	STM4170	STM14_RS21905	STM474_RS21405	ortho_312
pspE	pspE	pspE	pspE	pspE	b1308	SL1344_RS08415	STM1686	STM14_RS09320	STM474_RS08415	ortho_313
opgE	SL1344_RS04220	ybiP	STM14_RS04805	STM474_RS04220	b0815	SL1344_RS04220	STM0834	STM14_RS04805	STM474_RS04220	ortho_314
seqA	SL1344_RS03520	seqA	seqA	seqA	b0687	SL1344_RS03520	STM0697	STM14_RS04095	STM474_RS03520	ortho_315
csiE	SL1344_RS13085	csiE	csiE	csiE	b2535	SL1344_RS13085	STM2553	STM14_RS13990	STM474_RS13085	ortho_316
tolR	tolR	tolR	tolR	tolR	b0738	SL1344_RS03780	STM0746	STM14_RS04355	STM474_RS03780	ortho_317
bolA	SL1344_RS02280	bolA	STM14_RS02850	bolA	b0435	SL1344_RS02280	STM0446	STM14_RS02850	STM474_RS02280	ortho_318
rsmC	SL1344_RS23375	rsmC	STM14_RS23870	rsmC	b4371	SL1344_RS23375	STM4556	STM14_RS23870	STM474_RS23375	ortho_319
fabZ	fabZ	fabZ	STM14_RS01720	fabZ	b0180	SL1344_RS01150	STM0227	STM14_RS01720	STM474_RS01150	ortho_320
yncE	SL1344_RS07905	yncE	STM14_RS08805	STM474_RS07905	b1452	SL1344_RS07905	STM1586	STM14_RS08805	STM474_RS07905	ortho_321
yhcG	SL1344_RS17215	yhcG	STM14_RS17720	STM474_RS17215	b3220	SL1344_RS17215	STM3332	STM14_RS17720	STM474_RS17215	ortho_322
yqiB	SL1344_RS16465	yqiB	STM14_RS16995	STM474_RS16465	b3033	SL1344_RS16465	STM3184	STM14_RS16995	STM474_RS16465	ortho_323
ycbX	SL1344_RS05205	STM1060	STM14_RS05790	STM474_RS05205	b0947	SL1344_RS05205	STM1060	STM14_RS05790	STM474_RS05205	ortho_324
yhiI	SL1344_RS18485	yhiI	STM14_RS18990	STM474_RS18485	b3487	SL1344_RS18485	STM3587	STM14_RS18990	STM474_RS18485	ortho_325
msyB	SL1344_RS05680	msyB	STM14_RS06265	STM474_RS05680	b1051	SL1344_RS05680	STM1153	STM14_RS06265	STM474_RS05680	ortho_326
secY	SL1344_RS17660	secY	secY	secY	b3300	SL1344_RS17660	STM3420	STM14_RS18165	STM474_RS17660	ortho_327
dusB	SL1344_RS17480	yhdG	dusB	dusB	b3260	SL1344_RS17480	STM3384	STM14_RS17985	STM474_RS17480	ortho_328
yfdX	SL1344_RS15680	STM3030	STM14_RS16205	STM474_RS15680	b2375	SL1344_RS15680	STM3030	STM14_RS16205	STM474_RS15680	ortho_329
pepQ	SL1344_RS20475	pepQ	STM14_RS20975	pepQ	b3847	SL1344_RS20475	STM3984	STM14_RS20975	STM474_RS20475	ortho_330
smrA	smrA	ydaL	smrA	smrA	b1340	SL1344_RS08275	STM1658	STM14_RS09175	STM474_RS08275	ortho_331
fumB	SL1344_RS22080	fumA	STM14_RS08195	STM474_RS22080	b4122	SL1344_RS22080	STM1468	STM14_RS08195	STM474_RS22080	ortho_332
nuoH	SL1344_RS11915	nuoH	nuoH	nuoH	b2282	SL1344_RS11915	STM2322	STM14_RS12820	STM474_RS11915	ortho_333
acrZ	SL1344_RS03950	STM0780	STM14_RS04525	STM474_RS03950	b0762	SL1344_RS03950	STM0780	STM14_RS04525	STM474_RS03950	ortho_334
ariR	SL1344_RS06290	STM1267	STM14_1529	STM474_RS06290	b1166	SL1344_RS06290	STM1267	STM14_RS07190	STM474_RS06290	ortho_335
frdA	SL1344_RS22300	frdA	frdA	frdA	b4154	SL1344_RS22300	STM4343	STM14_RS22795	STM474_RS22300	ortho_336
garL	SL1344_RS16785	garL	STM14_RS17315	garL	b3126	SL1344_RS16785	STM3249	STM14_RS17315	STM474_RS16785	ortho_337
ispD	SL1344_RS15160	ispD	STM14_RS15690	ispD	b2747	SL1344_RS15160	STM2930	STM14_RS15690	STM474_RS15160	ortho_338
scpC	SL1344_RS16130	STM3118	STM14_RS16655	ripA	b2920	SL1344_RS16130	STM3118	STM14_RS16655	STM474_RS16130	ortho_339
napB	napB	napB	napB	napB	b2203	SL1344_RS11590	STM2256	STM14_RS12495	STM474_RS11590	ortho_340
garK	SL1344_RS16775	garK	STM14_RS17305	garK	b3124	SL1344_RS16775	STM3247	STM14_RS17305	STM474_RS16775	ortho_341
mepS	SL1344_RS11370	spr	STM14_RS12275	mepS	b2175	SL1344_RS11370	STM2214	STM14_RS12275	STM474_RS11370	ortho_342
entD	SL1344_RS02950	entD	entD	entD	b0583	SL1344_RS02950	STM0584	STM14_RS03525	STM474_RS02950	ortho_343
fliJ	fliJ	fliJ	fliJ	fliJ	b1942	SL1344_RS09870	STM1973	STM14_RS10775	STM474_RS09870	ortho_344
ttcA	SL1344_RS08255	ydaO	ttcA	ttcA	b1344	SL1344_RS08255	STM1654	STM14_RS09155	STM474_RS08255	ortho_345
fdnI	SL1344_RS07810	fdnI	STM14_RS08710	fdnI	b1476	SL1344_RS07810	STM1568	STM14_RS08710	STM474_RS07810	ortho_346
ydbJ	SL1344_RS08215	STM1649	STM14_RS09115	STM474_RS08215	b4529	SL1344_RS08215	STM1649	STM14_RS09115	STM474_RS08215	ortho_347
flgF	flgF	flgF	flgF	STM474_RS05805	b1077	SL1344_RS05805	STM1178	STM14_RS06390	STM474_RS05805	ortho_348
yigB	SL1344_RS20310	yigB	STM14_RS20810	yigB	b3812	SL1344_RS20310	STM3950	STM14_RS20810	STM474_RS20310	ortho_349
sfmF	SL1344_RS02780	fimF	fimF	sfmF	b0534	SL1344_RS02780	STM0548	STM14_RS03350	STM474_RS02780	ortho_350
torT	SL1344_RS19690	torT	torT	torT	b0994	SL1344_RS19690	STM3825	STM14_RS20195	STM474_RS19690	ortho_351
nadA	SL1344_RS03830	nadA	STM14_RS04405	nadA	b0750	SL1344_RS03830	STM0756	STM14_RS04405	STM474_RS03830	ortho_352
lpxD	lpxD	lpxD	lpxD	lpxD	b0179	SL1344_RS01145	STM0226	STM14_RS01715	STM474_RS01145	ortho_353
yjbJ	SL1344_RS21765	yjbJ	STM14_RS22265	STM474_RS21765	b4045	SL1344_RS21765	STM4240	STM14_RS22265	STM474_RS21765	ortho_354
kduD	kduD	kduD	STM14_RS16135	kduD	b2842	SL1344_RS15610	STM3017	STM14_RS16135	STM474_RS15610	ortho_355
casE	cas6e	ygcH	casE	NA	b2756	SL1344_RS15205	STM2939	STM14_RS15735	NA	ortho_356
metK	metK	metK	metK	metK	b2942	SL1344_RS15985	STM3090	STM14_RS16510	STM474_RS15985	ortho_357
mhpA	SL1344_RS07685	STM1546	STM14_RS08585	STM474_RS07685	b0347	SL1344_RS07685	STM1546	STM14_RS08585	STM474_RS07685	ortho_358
panE	SL1344_RS02220	panE	STM14_RS02790	panE	b0425	SL1344_RS02220	STM0434	STM14_RS02790	STM474_RS02220	ortho_359
hpt	SL1344_RS00865	hpt	STM14_RS01435	hpt	b0125	SL1344_RS00865	STM0170	STM14_RS01435	STM474_RS00865	ortho_360
hprS	SL1344_RS05380	copS	STM14_RS05965	STM474_RS05380	b1968	SL1344_RS05380	STM1095	STM14_RS05965	STM474_RS05380	ortho_361
dppA	SL1344_RS18710	dppA	dppA	STM474_RS18710	b3544	SL1344_RS18710	STM3630	STM14_RS19215	STM474_RS18710	ortho_362
ydgH	SL1344_RS07345	ydgH	STM14_RS08245	STM474_RS07345	b1604	SL1344_RS07345	STM1478	STM14_RS08245	STM474_RS07345	ortho_363
ydjA	SL1344_RS06440	ydjA	STM14_RS07340	STM474_RS06440	b1765	SL1344_RS06440	STM1296	STM14_RS07340	STM474_RS06440	ortho_364
malT	SL1344_RS18135	malT	STM14_RS18640	malT	b3418	SL1344_RS18135	STM3515	STM14_RS18640	STM474_RS18135	ortho_365
yiaY	fucO	rhaZ	STM14_RS21285	fucO	b3589	SL1344_RS20785	STM4044	STM14_RS21285	STM474_RS15380	ortho_366
deoC	SL1344_RS23430	deoC	STM14_RS23925	deoC	b4381	SL1344_RS23430	STM4567	STM14_RS23925	STM474_RS23430	ortho_367
yqjC	SL1344_RS16685	yqjC	STM14_RS17215	STM474_RS16685	b3097	SL1344_RS16685	STM3228	STM14_RS17215	STM474_RS16685	ortho_368
uxuA	uxuA	STM3135	STM14_RS16745	uxuA	b4322	SL1344_RS16215	STM3135	STM14_RS16745	STM474_RS16215	ortho_369
ilvB	ilvB	ilvB	ilvB	ilvB	b3671	SL1344_RS19540	STM3796	STM14_RS20045	STM474_RS19540	ortho_370
appC	SL1344_RS03745	STM1792	STM14_RS09850	appC	b0978	SL1344_RS03745	STM1792	STM14_RS09850	STM474_RS08945	ortho_371
rutF	hpaC	hpaC	STM14_RS05980	STM474_RS05395	b1007	SL1344_RS05395	STM1098	STM14_RS05980	STM474_RS05395	ortho_372
ybiU	SL1344_RS04255	ybiU	STM14_RS04840	STM474_RS04255	b0821	SL1344_RS04255	STM0841	STM14_RS04840	STM474_RS04255	ortho_373
moeA	SL1344_RS04280	moeA	STM14_RS04865	moeA	b0827	SL1344_RS04280	STM0846	STM14_RS04865	STM474_RS04280	ortho_374
msrP	SL1344_RS17445	yedY	yedY	msrP	b1971	SL1344_RS17445	STM3377	STM14_RS17950	STM474_RS17445	ortho_375
