gene_id	start	stop	strand	gene_name	product	tu	GeneID	chromosome	protein_id	taxid	TF_name	TF_K12_ortho	gene_synonyms	protein_synonyms
STM0046	53855	56689	D	ileS	isoleucine--tRNA ligase,isoleucine--tRNA ligase	lspA // ileS // ribF // yaaY	1251564	NC_003197.2	NP_459051.1	194701	NA	NA	STM0046,ileS,NP_459051.1	NP_459051.1,IleS,isoleucine--tRNA ligase
PSLT065	53906	54186	NA	PSLT065		PSLT065	NA	NA	NA	NA	NA	NA	PSLT065	
PSLT066	54395	54913	D	ssbB	single-strand binding protein,single-strand binding protein	ssbB	1256170	NC_003277.2	NP_490554.1	99287	NA	NA	PSLT066,ssbB,NP_490554.1	NP_490554.1,single-strand binding protein,SsbB
PSLT067	54968	55210	D	PSLT067	putative cytoplasmic protein,putative cytoplasmic protein	PSLT067	1256168	NC_003277.2	NP_490555.1	99287	NA	NA	PSLT067,NP_490555.1	NP_490555.1,putative cytoplasmic protein
PSLT068	55279	57276	D	PSLT068	putative ParB-like nuclease domain,putative ParB-like nuclease domain	psiA // psiB // PSLT068	1256169	NC_003277.2	NP_490556.1	99287	NA	NA	PSLT068,NP_490556.1	NP_490556.1,putative ParB-like nuclease domain
STM0047	56689	57189	D	lspA	signal peptidase II,signal peptidase II	lspA // ileS // ribF // yaaY	1251565	NC_003197.2	NP_459052.1	194701	NA	NA	STM0047,lspA,NP_459052.1	NP_459052.1,LspA,signal peptidase II
PSLT069	57316	57750	D	psiB	Plasmid SOS inhibition,Plasmid SOS inhibition	psiA // psiB // PSLT068	1256167	NC_003277.2	NP_490557.1	99287	NA	NA	PSLT069,psiB,NP_490557.1	NP_490557.1,Plasmid SOS inhibition,PsiB
STM0048	57344	57793	D	slpA	peptidylprolyl isomerase,peptidylprolyl isomerase	lytB // slpA	1251566	NC_003197.2	NP_459053.1	194701	NA	NA	STM0048,slpA,NP_459053.1	NP_459053.1,peptidylprolyl isomerase,SlpA
PSLT070	57747	58484	D	psiA	Plasmid SOS inhibition,Plasmid SOS inhibition	psiA // psiB // PSLT068	1256166	NC_003277.2	NP_490558.1	99287	NA	NA	PSLT070,psiA,NP_490558.1	NP_490558.1,Plasmid SOS inhibition,PsiA
STM0049	57796	58746	D	lytB	4-hydroxy-3-methylbut-2-enyl diphosphate reductase,4-hydroxy-3-methylbut-2-enyl diphosphate reductase	lytB // slpA	1251567	NC_003197.2	NP_459054.1	194701	NA	NA	STM0049,lytB,NP_459054.1	NP_459054.1,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,LytB
STM0050	58946	60148	D	STM0050	putative nitrite reductase,putative nitrite reductase	rihC // STM0050	1251568	NC_003197.2	NP_459055.1	194701	NA	NA	STM0050,NP_459055.1	NP_459055.1,putative nitrite reductase
PSLT071	58994	59812	NA	PSLT071		PSLT071	NA	NA	NA	NA	NA	NA	PSLT071	
PSLT072	60123	60593	R	finP	putative transglycosylase,putative transglycosylase	finP	1256164	NC_003277.2	NP_490559.1	99287	NA	NA	PSLT072,finP,NP_490559.1	NP_490559.1,FinP,putative transglycosylase
STM0051	60164	61084	D	rihC	ribonucleoside hydrolase,ribonucleoside hydrolase RihC	rihC // STM0050	1251569	NC_003197.2	NP_459056.1	194701	NA	NA	STM0051,rihC,NP_459056.1	NP_459056.1,non-specific ribonucleoside hydrolase RihC,ribonucleoside hydrolase,RihC,RihC // non-specific ribonucleoside hydrolase RihC
PSLT073	61008	61388	D	traM	conjugative transfer: mating signal,conjugative transfer: mating signal	traM	1256163	NC_003277.2	NP_490560.1	99287	NA	NA	PSLT073,traM,NP_490560.1	NP_490560.1,conjugative transfer: mating signal,TraM
STM0052	61106	61792	R	STM0052	response regulator,response regulator	STM0053 // STM0052	1251570	NC_003197.2	NP_459057.1	194701	CitT	CITB_KLEPN	STM0052,NP_459057.1,PF12431.7	NP_459057.1,response regulator,CitT
PSLT074	61455	61622	NA	finP	antisense RNA determining region	finP	NA	NA	NA	NA	NA	NA	PSLT074,finP	FinP,putative transglycosylase
PSLT075	61581	62267	D	traJ	conjugative transfer: regulation,conjugative transfer: regulation	traY // traJ	1256127	NC_003277.2	NP_490561.1	99287	NA	NA	PSLT075,traJ,NP_490561.1	NP_490561.1,conjugative transfer: regulation,TraJ
STM0053	61794	63413	R	STM0053	histidine kinase,histidine kinase	STM0053 // STM0052	1251571	NC_003197.2	NP_459058.1	194701	NA	NA	STM0053,NP_459058.1	NP_459058.1,histidine kinase
PSLT076	62268	62588	D	traY	conjugative transfer: oriT nicking,conjugative transfer: oriT nicking	traY // traJ	1256161	NC_003277.2	NP_490562.1	99287	NA	NA	PSLT076,traY,NP_490562.1	NP_490562.1,conjugative transfer: oriT nicking,TraY
PSLT077	62630	62992	D	traA	conjugative transfer: fimbrial subunit,conjugative transfer: fimbrial subunit	traP // traB // traK // traE // traL // traA	1256159	NC_003277.2	NP_490563.1	99287	NA	NA	PSLT077,traA,NP_490563.1	NP_490563.1,conjugative transfer: fimbrial subunit,TraA
PSLT078	63007	63318	D	traL	conjugative transfer: assembly,conjugative transfer: assembly	traP // traB // traK // traE // traL // traA	1256160	NC_003277.2	NP_490564.1	99287	NA	NA	PSLT078,traL,NP_490564.1	NP_490564.1,conjugative transfer: assembly,TraL
PSLT079	63340	63906	D	traE	conjugative transfer: assembly,conjugative transfer: assembly	traP // traB // traK // traE // traL // traA	1256158	NC_003277.2	NP_490565.1	99287	NA	NA	PSLT079,traE,NP_490565.1	NP_490565.1,conjugative transfer: assembly,TraE
STM0054	63548	64849	R	oadB1	oxaloacetate decarboxylase beta chain 1,oxaloacetate decarboxylase subunit beta	oadG1 // oadA1 // oadB1	1251572	NC_003197.2	NP_459059.1	194701	NA	NA	STM0054,oadB1,NP_459059.1	NP_459059.1,oxaloacetate decarboxylase beta chain 1,oxaloacetate decarboxylase subunit beta
PSLT080	63893	64633	D	traK	conjugative transfer: assembly,conjugative transfer: assembly	traP // traB // traK // traE // traL // traA	1256157	NC_003277.2	NP_490566.1	99287	NA	NA	PSLT080,traK,NP_490566.1	NP_490566.1,conjugative transfer: assembly,TraK
PSLT081	64633	66054	D	traB	conjugative transfer: assembly,conjugative transfer: assembly	traP // traB // traK // traE // traL // traA	1256155	NC_003277.2	NP_490567.1	99287	NA	NA	PSLT081,traB,NP_490567.1	NP_490567.1,conjugative transfer: assembly,TraB
STM0055	64862	66637	R	oadA1	oxaloacetate decarboxylase subunit alpha,oxaloacetate decarboxylase subunit alpha	oadG1 // oadA1 // oadB1	1251573	NC_003197.2	NP_459060.1	194701	NA	NA	STM0055,oadA1,NP_459060.1	NP_459060.1,oxaloacetate decarboxylase subunit alpha
PSLT082	66044	66640	D	traP	conjugative transfer,conjugative transfer	traP // traB // traK // traE // traL // traA	1256156	NC_003277.2	NP_490568.1	99287	NA	NA	PSLT082,traP,NP_490568.1	NP_490568.1,conjugative transfer,TraP
PSLT083	66618	66863	D	trbD	conjugative transfer protein,conjugative transfer protein	traV // trbD	1256154	NC_003277.2	NP_490569.1	99287	NA	NA	PSLT083,trbD,NP_490569.1	NP_490569.1,conjugative transfer protein,TrbD
STM0056	66654	66893	R	oadG1	oxaloacetate decarboxylase subunit gamma,oxaloacetate decarboxylase subunit gamma	oadG1 // oadA1 // oadB1	1251574	NC_003197.2	NP_459061.1	194701	NA	NA	STM0056,oadG1,NP_459061.1	NP_459061.1,oxaloacetate decarboxylase subunit gamma
PSLT084	66860	67375	D	traV	conjugative transfer: assembly,conjugative transfer: assembly	traV // trbD	1256153	NC_003277.2	NP_490570.1	99287	NA	NA	PSLT084,traV,NP_490570.1	NP_490570.1,conjugative transfer: assembly,TraV
STM0057	67052	68392	R	citC	citrate:sodium symporter,citrate:sodium symporter	citC	1251575	NC_003197.2	NP_459062.1	194701	NA	NA	STM0057,citC,NP_459062.1	NP_459062.1,[citrate (pro-3S)-lyase] ligase,CitC,citrate:sodium symporter
PSLT085	67510	67731	D	traR	conjugative transfer,conjugative transfer	PSLT087 // traR	1256151	NC_003277.2	NP_490571.1	99287	zf-dskA_traR	-	PSLT085,traR,NP_490571.1,PF01258.16	NP_490571.1,conjugative transfer,TraR,zf-dskA_traR
PSLT087	67724	68191	D	PSLT087	conjugative transfer protein,conjugative transfer protein	PSLT087 // traR	1256152	NC_003277.2	NP_490572.1	99287	NA	NA	PSLT087,NP_490572.1	NP_490572.1,conjugative transfer protein
PSLT088	68587	71235	D	traC	conjugative transfer: assembly,conjugative transfer: assembly	traC	1256150	NC_003277.2	NP_490573.1	99287	NA	NA	PSLT088,traC,NP_490573.1	NP_490573.1,conjugative transfer: assembly,TraC
STM0058	68637	69680	D	citC2	putative citrate lyase synthetase,putative citrate lyase synthetase	citG2 // citX2 // citF2 // citE2 // citD2 // citC2	1251576	NC_003197.2	NP_459063.1	194701	NA	NA	STM0058,citC2,NP_459063.1	NP_459063.1,putative citrate lyase synthetase
STM0059	69710	70003	D	citD2	citrate lyase acyl carrier protein,citrate lyase acyl carrier protein	citG2 // citX2 // citF2 // citE2 // citD2 // citC2	1251577	NC_003197.2	NP_459064.1	194701	NA	NA	STM0059,citD2,NP_459064.1	NP_459064.1,citrate lyase acyl carrier protein
STM0060	70000	70869	D	citE2	citrate (pro-3S)-lyase subunit beta,citrate (pro-3S)-lyase subunit beta	citG2 // citX2 // citF2 // citE2 // citD2 // citC2	1251578	NC_003197.2	NP_459065.1	194701	NA	NA	STM0060,citE2,NP_459065.1	NP_459065.1,citrate (pro-3S)-lyase subunit beta
STM0061	70880	72400	D	citF2	citrate lyase subunit alpha,citrate lyase subunit alpha	citG2 // citX2 // citF2 // citE2 // citD2 // citC2	1251579	NC_003197.2	NP_459066.1	194701	NA	NA	STM0061,citF2,NP_459066.1	NP_459066.1,citrate lyase subunit alpha
PSLT089	71210	71596	D	trbI	conjugative transfer,conjugative transfer	trbC // PSLT093 // traU // traW // trbI	1256149	NC_003277.2	NP_490574.1	99287	NA	NA	PSLT089,trbI,NP_490574.1	NP_490574.1,conjugative transfer,TrbI
PSLT091	71593	72225	D	traW	conjugative transfer: assembly,conjugative transfer: assembly	trbC // PSLT093 // traU // traW // trbI	1256147	NC_003277.2	NP_490575.1	99287	NA	NA	PSLT091,traW,NP_490575.1	NP_490575.1,conjugative transfer: assembly,TraW
PSLT092	72222	73214	D	traU	conjugative transfer: assembly,conjugative transfer: assembly	trbC // PSLT093 // traU // traW // trbI	1256148	NC_003277.2	NP_490576.1	99287	NA	NA	PSLT092,traU,NP_490576.1	NP_490576.1,conjugative transfer: assembly,TraU
STM0062	72400	72951	D	citX2	holo-ACP synthase,holo-ACP synthase CitX	citG2 // citX2 // citF2 // citE2 // citD2 // citC2	1251580	NC_003197.2	NP_459067.1	194701	NA	NA	STM0062,citX2,NP_459067.1	NP_459067.1,holo-ACP synthase
STM0063	72929	73837	D	citG2	triphosphoribosyl-dephospho-CoA synthase,triphosphoribosyl-dephospho-CoA synthase CitG	citG2 // citX2 // citF2 // citE2 // citD2 // citC2	1251581	NC_003197.2	NP_459068.1	194701	NA	NA	STM0063,citG2,NP_459068.1	NP_459068.1,triphosphoribosyl-dephospho-CoA synthase
PSLT093	73233	73541	D	PSLT093	conjugative transfer protein,conjugative transfer protein	trbC // PSLT093 // traU // traW // trbI	1256146	NC_003277.2	NP_490577.1	99287	NA	NA	PSLT093,NP_490577.1	NP_490577.1,conjugative transfer protein
PSLT094	73526	74164	D	trbC	conjugative transfer: assembly,conjugative transfer: assembly	trbC // PSLT093 // traU // traW // trbI	1256145	NC_003277.2	NP_490578.1	99287	NA	NA	PSLT094,trbC,NP_490578.1	NP_490578.1,conjugative transfer: assembly,TrbC
STM0064	74017	74838	D	dapB	4-hydroxy-tetrahydrodipicolinate reductase,4-hydroxy-tetrahydrodipicolinate reductase	dapB	1251582	NC_003197.2	NP_459069.1	194701	NA	NA	STM0064,dapB,NP_459069.1	NP_459069.1,4-hydroxy-tetrahydrodipicolinate reductase,DapB
PSLT095	74617	76443	D	traN	conjugative transfer: aggregate stability,conjugative transfer: aggregate stability	traF // trbE // traN	1256144	NC_003277.2	NP_490579.1	99287	NA	NA	PSLT095,traN,NP_490579.1	NP_490579.1,conjugative transfer: aggregate stability,TraN
STM0065	75088	75435	D	STM0065	putative viral protein,putative viral protein	STM0065	1251583	NC_003197.2	NP_446529.1	194701	NA	NA	STM0065,NP_446529.1	NP_446529.1,putative viral protein
STM0066	75880	77028	D	carA	carbamoyl phosphate synthase small subunit,carbamoyl phosphate synthase small subunit	carB // carA	1251584	NC_003197.2	NP_459071.1	194701	NA	NA	STM0066,carA,NP_459071.1	NP_459071.1,CarA,carbamoyl phosphate synthase small subunit
PSLT096	76454	76669	D	trbE	conjugative transfer,conjugative transfer	traF // trbE // traN	1256142	NC_003277.2	NP_490580.1	99287	NA	NA	PSLT096,trbE,NP_490580.1	NP_490580.1,conjugative transfer,TrbE
PSLT097	76681	77430	D	traF	conjugative transfer: assembly,conjugative transfer: assembly	traF // trbE // traN	1256140	NC_003277.2	NP_490581.1	99287	NA	NA	PSLT097,traF,NP_490581.1	NP_490581.1,conjugative transfer: assembly,TraF
STM0067	77047	80274	D	carB	carbamoyl phosphate synthase large subunit,carbamoyl phosphate synthase large subunit	carB // carA	1251585	NC_003197.2	NP_459072.1	194701	NA	NA	STM0067,carB,NP_459072.1	NP_459072.1,CarB,carbamoyl phosphate synthase large subunit
PSLT098	77644	77937	D	traQ	conjugative transfer: fimbrial synthesis,conjugative transfer: fimbrial synthesis	traT // traS // traG // traH // trbB // traQ	1256141	NC_003277.2	NP_490582.1	99287	NA	NA	PSLT098,traQ,NP_490582.1	NP_490582.1,conjugative transfer: fimbrial synthesis,TraQ
PSLT099	77924	78472	D	trbB	conjugative transfer,conjugative transfer	traT // traS // traG // traH // trbB // traQ	1256139	NC_003277.2	NP_490583.1	99287	NA	NA	PSLT099,trbB,NP_490583.1	NP_490583.1,conjugative transfer,TrbB
PSLT100	78462	79844	D	traH	conjugative transfer: assembly,conjugative transfer: assembly	traT // traS // traG // traH // trbB // traQ	1256138	NC_003277.2	NP_490584.1	99287	NA	NA	PSLT100,traH,NP_490584.1	NP_490584.1,conjugative transfer: assembly,TraH
PSLT101	79841	82663	D	traG	conjugative transfer: assembly abd aggregate stability,conjugative transfer: assembly abd aggregate stability	traT // traS // traG // traH // trbB // traQ	1256136	NC_003277.2	NP_490585.1	99287	NA	NA	PSLT101,traG,NP_490585.1	NP_490585.1,conjugative transfer: assembly abd aggregate stability,TraG
STM0068	80548	80943	D	caiF	CaiF/GrlA family transcriptional regulator,CaiF/GrlA family transcriptional regulator	caiF	1251586	NC_003197.2	NP_459073.1	194701	CaiF_GrlA	CAIF_ECOLI	STM0068,caiF,NP_459073.1,PF07180.10	NP_459073.1,CaiF,CaiF/GrlA family transcriptional regulator,CaiF_GrlA
STM0069	81020	81616	R	caiE	phenylacetic acid degradation protein,phenylacetic acid degradation protein PaaY	caiE	1251587	NC_003197.2	NP_459074.1	194701	NA	NA	STM0069,caiE,NP_459074.1	NP_459074.1,CaiE,phenylacetic acid degradation protein
STM0070	81725	82510	R	caiD	carnitinyl-CoA dehydratase,carnitinyl-CoA dehydratase	caiT // caiA // caiB // caiC // caiD	1251588	NC_003197.2	NP_459075.1	194701	NA	NA	STM0070,caiD,NP_459075.1	NP_459075.1,CaiD,carnitinyl-CoA dehydratase
STM0071	82564	84117	R	caiC	crotonobetaine/carnitine-CoA ligase,crotonobetaine/carnitine-CoA ligase	caiT // caiA // caiB // caiC // caiD	1251589	NC_003197.2	NP_459076.1	194701	NA	NA	STM0071,caiC,NP_459076.1	NP_459076.1,CaiC,crotonobetaine/carnitine-CoA ligase
PSLT102	82679	83173	D	traS	conjugative transfer: surface exclusion,conjugative transfer: surface exclusion	traT // traS // traG // traH // trbB // traQ	1256137	NC_003277.2	NP_490586.1	99287	NA	NA	PSLT102,traS,NP_490586.1	NP_490586.1,conjugative transfer: surface exclusion,TraS
PSLT103	83209	83940	D	traT	conjugative transfer: surface exclusion,conjugative transfer: surface exclusion	traT // traS // traG // traH // trbB // traQ	1256135	NC_003277.2	NP_490587.1	99287	NA	NA	PSLT103,traT,NP_490587.1	NP_490587.1,conjugative transfer: surface exclusion,TraT
STM0072	84180	85397	R	caiB	L-carnitine CoA-transferase,L-carnitine CoA-transferase	caiT // caiA // caiB // caiC // caiD	1251590	NC_003197.2	NP_459077.1	194701	NA	NA	STM0072,caiB,NP_459077.1	NP_459077.1,CaiB,L-carnitine CoA-transferase
PSLT104	84317	86560	D	traD	conjugative transfer: DNA transport,conjugative transfer: DNA transport	trbH // traD	1256134	NC_003277.2	NP_490588.1	99287	NA	NA	PSLT104,traD,NP_490588.1	NP_490588.1,conjugative transfer: DNA transport,TraD
STM0073	85509	86651	R	caiA	crotonobetainyl-CoA--carnitine CoA-transferase,crotonobetainyl-CoA--carnitine CoA-transferase	caiT // caiA // caiB // caiC // caiD	1251591	NC_003197.2	NP_459078.1	194701	NA	NA	STM0073,caiA,NP_459078.1	NP_459078.1,CaiA,crotonobetainyl-CoA--carnitine CoA-transferase
PSLT105	86560	87279	D	trbH	conjugative transfer,conjugative transfer	trbH // traD	1256132	NC_003277.2	NP_490589.1	99287	NA	NA	PSLT105,trbH,NP_490589.1	NP_490589.1,conjugative transfer,TrbH
PSLT106	86569	86967	R	PSLT106	homologue of mvpA, Shigella flexneri,homologue of mvpA, Shigella flexneri	PSLT107 // PSLT106	1256133	NC_003277.2	NP_490590.1	99287	NA	NA	PSLT106,NP_490590.1	NP_490590.1, Shigella flexneri,homologue of mvpA
STM0074	86686	88203	R	caiT	L-carnitine:gamma-butyrobetaine antiporter,L-carnitine:gamma-butyrobetaine antiporter	caiT // caiA // caiB // caiC // caiD	1251592	NC_003197.2	NP_459079.1	194701	NA	NA	STM0074,caiT,NP_459079.1	NP_459079.1,CaiT,L-carnitine:gamma-butyrobetaine antiporter
PSLT107	86967	87197	R	PSLT107	putative cytoplasmic protein,putative cytoplasmic protein	PSLT107 // PSLT106	1256131	NC_003277.2	NP_490591.1	99287	MazE_antitoxin	-	PSLT107,NP_490591.1,PF04014.17	NP_490591.1,putative cytoplasmic protein,MazE_antitoxin
PSLT108	87276	92534	D	traI	conjugative transfer: oriT nicking-unwinding,conjugative transfer: oriT nicking-unwinding	traI	1256130	NC_003277.2	NP_490592.1	99287	NA	NA	PSLT108,traI,NP_490592.1	NP_490592.1,conjugative transfer: oriT nicking-unwinding,TraI
STM0075	88684	89454	D	fixA	electron transfer flavoprotein,electron transfer flavoprotein	fixX // fixC // fixB // fixA	1251593	NC_003197.2	NP_459080.1	194701	NA	NA	STM0075,fixA,NP_459080.1	NP_459080.1,electron transfer flavoprotein,FixA
PSLT109	89306	89875	NA	PSLT109		PSLT109	NA	NA	NA	NA	NA	NA	PSLT109	
STM0076	89470	90411	D	fixB	nitrogen fixation protein,nitrogen fixation protein FixB	fixX // fixC // fixB // fixA	1251594	NC_003197.2	NP_459081.1	194701	NA	NA	STM0076,fixB,NP_459081.1	NP_459081.1,FixB,nitrogen fixation protein
STM0077	90461	91747	D	fixC	oxidoreductase,oxidoreductase	fixX // fixC // fixB // fixA	1251595	NC_003197.2	NP_459082.1	194701	NA	NA	STM0077,fixC,NP_459082.1	NP_459082.1,FixC,oxidoreductase
STM0078	91744	92031	D	fixX	ferredoxin family protein,ferredoxin family protein	fixX // fixC // fixB // fixA	1251596	NC_003197.2	NP_459083.1	194701	NA	NA	STM0078,fixX,NP_459083.1	NP_459083.1,ferredoxin family protein,FixX
STM0079	92178	93518	D	yaaU	MFS transporter,MFS transporter	yaaU	1251597	NC_003197.2	NP_459084.1	194701	NA	NA	STM0079,yaaU,NP_459084.1	NP_459084.1,MFS transporter,YaaU
PSLT110	92554	93294	D	traX	conjugative transfer: fimbrial acetylation,conjugative transfer: fimbrial acetylation	traX	1256128	NC_003277.2	NP_490593.1	99287	NA	NA	PSLT110,traX,NP_490593.1	NP_490593.1,conjugative transfer: fimbrial acetylation,TraX
PSLT111	93349	93912	D	finO	conjugative transfer: regulation,conjugative transfer: regulation	finO	1256129	NC_003277.2	NP_490594.1	99287	NA	NA	PSLT111,finO,NP_490594.1,srgC	NP_490594.1,conjugative transfer: regulation,FinO,SrgC,SrgC // FinO
STM0080	93607	93837	D	STM0080	putative outer membrane lipoprotein,hypothetical protein	STM0080	1251598	NC_003197.2	NP_459085.1	194701	NA	NA	STM0080,NP_459085.1	NP_459085.1,putative outer membrane lipoprotein
STM0081	94131	94547	D	STM0081	putative secreted protein,hypothetical protein	STM0081	1251599	NC_003197.2	NP_459086.1	194701	NA	NA	STM0081,NP_459086.1	NP_459086.1,putative secreted protein
STM0082	94771	95061	R	STM0082	putative secreted protein,hypothetical protein	STM0082	1251600	NC_003197.2	NP_459087.1	194701	NA	NA	STM0082,NP_459087.1	NP_459087.1,putative secreted protein
STM0083	95271	95465	D	STM0083	putative inner membrane protein,hypothetical protein	STM0083	1251601	NC_003197.2	NP_446547.1	194701	NA	NA	STM0083,NP_446547.1	NP_446547.1,putative inner membrane protein
STM0084	95959	97848	D	aslA	acid-inducible sulfatase,phosphatase	aslA	1251602	NC_003197.2	NP_459089.1	194701	NA	NA	STM0084,aslA,NP_459089.1	NP_459089.1,acid-inducible sulfatase,AslA
STM0085	98255	98785	D	yabF	glutathione-regulated potassium-efflux system ancillary protein,glutathione-regulated potassium-efflux system ancillary protein KefF	yabF	1251603	NC_003197.2	NP_459090.1	194701	NA	NA	STM0085,yabF,NP_459090.1	NP_459090.1,glutathione-regulated potassium-efflux system ancillary protein,YabF
STM0086	98778	100640	D	kefC	glutathione-regulated potassium-efflux system protein,glutathione-regulated potassium-efflux system protein KefC	kefC	1251604	NC_003197.2	NP_459091.1	194701	NA	NA	STM0086,kefC,NP_459091.1	NP_459091.1,glutathione-regulated potassium-efflux system protein,KefC
STM0087	100839	101318	D	folA	dihydrofolate reductase,dihydrofolate reductase	folA	1251605	NC_003197.2	NP_459092.1	194701	NA	NA	STM0087,folA,NP_459092.1	NP_459092.1,dihydrofolate reductase,FolA
STM0088	101424	102272	R	apaH	bis(5'-nucleosyl)-tetraphosphatase (symmetrical),bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	surA // pdxA // ksgA // apaG // apaH	1251606	NC_003197.2	NP_459093.1	194701	NA	NA	STM0088,apaH,NP_459093.1	NP_459093.1,ApaH,bis(5'-nucleosyl)-tetraphosphatase (symmetrical)
STM0089	102283	102660	R	apaG	Co2+/Mg2+ efflux protein,Co2+/Mg2+ efflux protein ApaG	surA // pdxA // ksgA // apaG // apaH	1251607	NC_003197.2	NP_459094.1	194701	NA	NA	STM0089,apaG,NP_459094.1,corD	NP_459094.1,ApaG,Co2+/Mg2+ efflux protein,CorD,CorD // ApaG
STM0090	102663	103484	R	ksgA	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase	surA // pdxA // ksgA // apaG // apaH	1251608	NC_003197.2	NP_459095.1	194701	NA	NA	STM0090,ksgA,NP_459095.1	NP_459095.1,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase,KsgA
